os,server,count
nan,bunnycdn-jp1-1097,1
nan,bunnycdn-jp1-1061,1
nan,rt-g32 upnp/1.0 miniupnpd/1.2,1
nan,camera,1
nan,glassfish,1
nan,boulevard,1
nan,boomsig. unsucking email signatures.,1
nan,roxen,1
nan,boa/0.93.15 (with intersil extensions),1
nan,gogogadgeto-server,1
nan,boa,1
nan,bunnycdn-sil1-915,1
nan,fw,1
nan,cisco ios,1
nan,sambar/5.1,1
nan,tomato upnp/1.0 miniupnpd/1.4,1
nan,framer/af804ed,1
nan,tomcat web server/3.2.2 (jsp 1.1; servlet 2.2; java 1.4.2_13; windows 2003 5.2 x86; java.vendor=sun microsystems inc.),1
nan,framer/db5cd3c,1
nan,chimpify,1
nan,netware,1
nan,framer/e1f1b96,1
nan,freenginx/1.25.4,1
nan,carbase 1.0,1
nan,cern,1
nan,centos webpanel: protected by mod security,1
nan,tornadoserver/4.5,1
nan,cdn77-turbo,1
nan,frontend-web,1
nan,casket,1
nan,fuho-dvr,1
nan,golang.server,1
nan,goserve,1
nan,blb,1
nan,redacted,1
nan,"hp http server; hp officejet 6500 e709n - cb057a; serial number: abc123; rainbow built:sat dec 13, 2008 10:58:21am {abc123, asic id 0x00ffc2105}",1
nan,ubuntu/oneiric upnp/1.0 miniupnpd/1.4,1
nan,"hp http server; hp photosmart c309a series - cc335a; serial number: abc123; vader built:wed apr 15, 2009 11:40:58am {abc123, asic id 0x00280004}",1
nan,ubuntu/quantal upnp/1.0 miniupnpd/1.4,1
nan,ubuntu/raring upnp/1.0 miniupnpd/1.4,1
nan,ubuntu/saucy upnp/1.0 miniupnpd/1.4,1
nan,ubuntu/trusty upnp/1.0 miniupnpd/1.4,1
nan,hp web jetadmin/2 (win32) mod_auth_sspi/1.0.1 mod_ssl/2.0.50 openssl/0.9.6m,1
nan,bkhttp/0.3,1
nan,realvnc/4.0,1
nan,hp web jetadmin/2.0.50 (win32) mod_auth_sspi/1.0.1 mod_ssl/2.0.50 openssl/0.9.6m,1
nan,hp-chaisoe/1.0,1
nan,hp-web-server,1
nan,appdrag webfront,1
nan,httpfile,1
nan,undefined,1
nan,resin/2.1.13,1
nan,ubuntu/lucid upnp/1.0 miniupnpd/1.4,1
nan,ubuntu/jaunty upnp/1.0 miniupnpd/1.4,1
nan,ubuntu/hardy upnp/1.0 miniupnpd/1.4,1
nan,bitninja-waf3,1
nan,big-ip,1
nan,gruber-frankfurt.de,1
nan,guayaba,1
nan,bbc 11.13.007; ovbbccb unknown version,1
nan,roku upnp/1.0 roku/8.1.6,1
nan,bart,1
nan,awhttpd,1
nan,awex,1
nan,guten morgen,1
nan,avenida,1
nan,haksulproxy,1
nan,hide,1
nan,ubuntu/10.10 upnp/1.0 miniupnpd/1.0,1
nan,hp apache-based web server/1.3.26 (unix),1
nan,tivo-httpd-1:20.7.4.rc35-d18-6:d18,1
nan,cisco-cpa,1
nan,apisix/3.9.0,1
nan,simplehttp/0.6 python/3.9.18,1
nan,sonicwall sslvpn web server,1
nan,fly/d2053282d (2025-03-10),1
nan,sudun,1
nan,some thing upnp/1.0 avm fritz!wlan repeater 1750e 134.07.01,1
nan,snow,1
nan,fly/ef5cd8bd0 (2024-12-02),1
nan,simplehttp/0.6 python/3.9.19,1
nan,sun-one-web-server/6.1,1
nan,specter,1
nan,simplehttp/0.6 python/3.8.18,1
nan,simplehttp/0.6 python/3.8.10,1
nan,superman/1.0.0,1
nan,dory,1
nan,fly/f978bf6ba (2025-03-26),1
nan,surge,1
nan,svr/8.8008 (os),1
nan,spanner,1
nan,embedded http server,1
nan,citrix hypervisor,1
nan,ews/0.1,1
nan,fly/1ab217aa (2025-02-07),1
nan,flux/1.21,1
nan,filebase,1
nan,fly/2b0af88a0 (2024-06-05),1
nan,fedora/8 upnp/1.0 miniupnpd/1.0,1
nan,fbserver/1.1,1
nan,fly/2f1f47dc7 (2025-04-02),1
nan,ews/0,1
nan,fly/bd282bf60 (2024-12-04),1
nan,staatic,1
nan,stargate,1
nan,fly/4763e9f4 (2024-04-02),1
nan,fly/7328d5b5 (2023-10-27),1
nan,fly/88eb44535 (2024-07-18),1
nan,fly/bc77ddfa7 (2024-11-15),1
nan,empx,1
nan,dlb,1
nan,swas-alb,1
nan,simplehttp/0.6 python/3.12.9,1
nan,thttpd/2.19-mx jan 24 2006,1
nan,framer/0d3b645,1
nan,codebergpages/4.6.2,1
nan,sentinelprotectionserver/7.0,1
nan,cms,1
nan,framer/2514569,1
nan,securelink,1
nan,thttpd/2.04 10aug98,1
nan,framer/3281da1,1
nan,dg1loadbalancer/0.14.9,1
nan,framer/32b700c,1
nan,framer/7b95bc3,1
nan,cloud elb 1.0.0,1
nan,cleo vltrader/5.7.0.7 (linux),1
nan,cleo harmony/5.7.0.8 (linux),1
nan,clace,1
nan,cl-http,1
nan,follow the white rabbit.,1
nan,server-team business pro webserver v1.1,1
nan,serverco_st,1
nan,serverseven,1
nan,delegate/7.7.0,1
nan,simplehttp/0.6 python/3.12.4,1
nan,dcsaas/httpd,1
nan,synflux,1
nan,simplehttp/0.6 python/3.10.9,1
nan,"simple, secure web server 1.1",1
nan,synology/dsm/stuff,1
nan,fly/fe78b1aa (2025-03-20),1
nan,syscode taiwan,1
nan,flywheel/5.1.0,1
nan,servlet/3.0; jbossas-6,1
nan,tbs/r2 upnp/1.0 miniupnpd/1.2,1
nan,servlet 2.5; jboss-5.0/jbossweb-2.1,1
nan,servlet 2.4; jboss-4.2.3.ga (build: svntag=jboss_4_2_3_ga date=200807181439)/jbossweb-2.0,1
nan,servicenow,1
nan,unit/1.32.1,1
nan,apisix/3.8.0,1
nan,apache mod_bwlimited/1.4,1
nan,"windows_7-x86-6.1, upnp/1.0, pms/1.20.409",1
nan,python/3.10 aiohttp/3.10.4,1
nan,werkzeug/3.1.3 python/3.9.21,1
nan,apache/2.2.15,1
nan,apache/2.2.13 (freebsd) mod_ssl/2.2.13 openssl/0.9.8q dav/2 php/5.2.11 with suhosin-patch,1
nan,apache/2.0.54 (debian gnu/linux) php/4.3.10-22 mod_ssl/2.0.54 openssl/0.9.7k,1
nan,iserv,1
nan,isxiaokun,1
nan,itoc-web,1
nan,werkzeug/3.1.3 python/3.10.12,1
nan,"windows_7-x86-6.1, upnp/1.0, pms/1.25.1",1
nan,"windows_7-x86-6.1, upnp/1.0, pms/1.30.1",1
nan,jaguar server,1
nan,"windows_7-x86-6.1, upnp/1.0, pms/1.51.0",1
nan,jboss-eap/7,1
nan,"windows_7-x86-6.1, upnp/1.0, pms/1.54.0",1
nan,"windows_7-x86-6.1, upnp/1.0, pms/1.60.0",1
nan,werkzeug/3.1.3 python/3.12.3,1
nan,werkzeug/3.0.4 python/3.8.20,1
nan,python/3.10 aiohttp/3.11.14,1
nan,werkzeug/2.0.3 python/3.9.18,1
nan,ipos/7.0 upnp/1.0 tl-wr940n/1.0,1
nan,apache/2.2.9 (apmserv) mod_ssl/2.2.9 openssl/0.9.8h php/5.2.6,1
nan,apache/2.2.25 (unix) mod_ssl/2.2.25 openssl/1.0.0-fips mod_bwlimited/1.4,1
nan,werkzeug/2.0.2 python/3.10.12,1
nan,werkzeug/2.0.2 python/3.10.6,1
nan,werkzeug/2.0.3 python/3.8.10,1
nan,werkzeug/2.0.3 python/3.8.19,1
nan,ipswitch-imail/7.11,1
nan,werkzeug/3.0.4 python/3.12.3,1
nan,werkzeug/3.0.0 python/3.10.12,1
nan,werkzeug/3.0.1 python/3.10.2,1
nan,werkzeug/3.0.1 python/3.12.3,1
nan,werkzeug/3.0.1 python/3.9.21,1
nan,werkzeug/3.0.3 python/3.11.9,1
nan,werkzeug/3.0.3 python/3.8.16,1
nan,werkzeug/3.0.4 python/3.12.0,1
nan,jc-httpd/1,1
nan,powerweb,1
nan,jetty(1.4.5),1
nan,wsgiserver/0.2 cpython/3.12.8,1
nan,wsgiserver/0.2 cpython/3.10.15,1
nan,payara server  5.2020.4 #badassfish,1
nan,wsgiserver/0.2 cpython/3.10.9,1
nan,pages-server,1
nan,apache tomcat/4.1.27-le-jdk14 (http/1.1 connector),1
nan,jrun/3.1,1
nan,keistoer ~ digitale innovatie,1
nan,oracle_web_listener,1
nan,"windows_xp-x86-5.1, upnp/1.0, pms/1.20.400",1
nan,labview/5.1.1,1
nan,wsgiserver/0.2 cpython/3.8.20,1
nan,"oracle-application-server-10g/10.1.2.2.0 oracle-http-server (unix) mod_plsql/10.1.2.2.0 mod_ossl/10.1.2.0.0 mod_perl/1.29 oracleas-web-cache-10g/10.1.2.0.2 (n;ecid=89116016562,0)",1
nan,oracle-application-server-10g/10.1.2.0.2 oracle-http-server,1
nan,layun.com,1
nan,oracle xml db/oracle9i enterprise edition release 9 - production,1
nan,lc-s,1
nan,wsgiserver/0.2 cpython/3.10.14,1
nan,jetty/4.0.1 (sunos 5.8 sparc),1
nan,apache-advancedextranetserver/2.0.44 (mandrake linux/11mdk) mod_perl/1.99_08 perl/v5.8.0 mod_ssl/2.0.44 openssl/0.9.7a php/4.3.1 mod_jk2/2.0.0,1
nan,apache-advancedextranetserver/2.0.47 (mandrake linux/6.12.92mdk) mod_perl/1.99_09 perl/v5.8.1 mod_ssl/2.0.47 openssl/0.9.7b php/4.3.2,1
nan,jetty(10.0.17),1
nan,apache/1.3.9,1
nan,apache/1.3.28 (solutionip) mod_perl/1.28 mod_ssl/2.8.15 openssl/0.9.7b,1
nan,jetty(6.1.12.rc2),1
nan,winho-cdn,1
nan,apache/1.1.3,1
nan,apache/1,1
nan,fly/0b7c1653 (2025-03-18),1
nan,wmserver/9.1.1.3841,1
nan,apache-advancedextranetserver/2.0.53 (mandrakelinux/prefork-9mdk) mod_ssl/2.0.53 openssl/0.9.7e php/4.3.10 mod_perl/1.999.21 perl/v5.8.6,1
nan,wowzastreamingengine/4.7.1,1
nan,wowzastreamingengine/4.7.8,1
nan,wowzastreamingengine/4.8.0,1
nan,payara server  5.2022.1 #badassfish,1
nan,apache-advancedextranetserver/2.0.47 (mandrake linux/6.3.92mdk) mod_ssl/2.0.47 openssl/0.9.7b php/4.3.2,1
nan,apache/2.4.18 (freebsd) openssl/1.0.1p-freebsd,1
nan,python/3.10 aiohttp/3.11.4,1
nan,unknown/0.0 upnp/1.0 globespanvirata-emweb/r6_1_0,1
nan,vpshz.com,1
nan,virata-emweb/r5_3_2,1
nan,python/3.8 aiohttp/3.10.11,1
nan,virata-emweb/r6_2_0,1
nan,apache/2.4.62 (fedora linux),1
nan,python/3.12 aiohttp/3.9.3,1
nan,ibm_http_server/1.3.12 apache/1.3.12 (unix),1
nan,apache/2.4.62 (debian) svn/1.14.2 mpm-itk/2.4.7-04 openssl/3.0.15,1
nan,apache/2.4.62 (debian) mod_fcgid/2.3.9 php/5.6.40-0+deb8u12 openssl/1.1.1w,1
nan,apache/2.4.62 (rocky linux) openssl/3.2.2,1
nan,apache/2.4.62 (centos stream) openssl/3.2.2 phusion_passenger/6.0.23,1
nan,w_neutron,1
nan,python/3.12 aiohttp/3.11.4,1
nan,apache/2.4.62 (centos stream),1
nan,wayneserver (linux/centos),1
nan,apache/2.4.62 (amazon linux),1
nan,apache/2.4.62 (almalinux) openssl/3.2.2 mod_fcgid/2.3.9 mod_perl/2.0.12 perl/v5.32.1,1
nan,python/3.9 aiohttp/3.10.1,1
nan,apache/2.4.63 (freebsd) openssl/1.1.1w-freebsd mpm-itk/2.4.7-04 php/7.4.32,1
nan,apache/2.4.27 (amazon) openssl/1.0.2k-fips php/5.6.25,1
nan,python/3.9 aiohttp/3.11.13,1
nan,httpfileserver httpd,1
nan,qtss/5.0 (build/452; platform/macosx; release/panther; ),1
nan,huddle,1
nan,pythonanywhere,1
nan,"upnp/1.0, dlnadoc/1.50, platinum/0.5.3.0",1
nan,"upnp/1.0, dlnadoc/1.50, platinum/0.5.4.0",1
nan,"upnp/1.0, dlnadoc/1.50, platinum/0.6.6.0",1
nan,python/3.9 aiohttp/3.11.12,1
nan,python/3.9 aiohttp/3.10.10,1
nan,apisix/3.11.0,1
nan,apisix/2.13.3,1
nan,python/3.9 aiohttp/3.11.10,1
nan,python/3.9 aiohttp/3.11.0,1
nan,python/3.9 aiohttp/3.10.11,1
nan,api-gateway/1.9.3.1,1
nan,api-gateway,1
nan,apache/2.4.62 () openssl/1.0.2k-fips,1
nan,python/3.12 aiohttp/3.10.8,1
nan,apache/2.4.61 (amazon linux) mod_wsgi/4.9.4 python/3.9 openssl/3.0.8,1
nan,ipos/7.0 upnp/1.0 tl-wr740n/1.0,1
nan,webserver/1.21.3,1
nan,apache/2.4.46 () openssl/1.0.2k-fips,1
nan,apache/2.4.46 (),1
nan,python/3.11 aiohttp/3.10.0b1,1
nan,apache/2.4.41 (freebsd) openssl/1.0.1s-freebsd,1
nan,python/3.11 aiohttp/3.10.0,1
nan,apache/2.4.37 (centos) openssl/1.1.1k mod_auth_gssapi/1.6.1 mod_fcgid/2.3.9 svn/1.10.2,1
nan,python/3.10 aiohttp/3.9.2,1
nan,python/3.12 aiohttp/3.10.6,1
nan,apache/2.4.37 (centos),1
nan,apache/2.4.37 (centos stream) openssl/1.1.1k,1
nan,ipos/7.0 upnp/1.0 tl-wr741n/1.0/2.0,1
nan,ipos/7.0 upnp/1.0 tl-wr741n/4.0,1
nan,python/3.10 aiohttp/3.11.7,1
nan,apache/2.4.37,1
nan,python/3.10 aiohttp/3.11.6,1
nan,apache/2.4.46 (ius) openssl/1.0.2k-fips php/7.4.21,1
nan,apache/2.4.54 (freebsd) openssl/1.1.1l-freebsd,1
nan,iis10,1
nan,apache/2.4.54 (win64) openssl/1.1.1q mod_fcgid/2.3.10-dev,1
nan,ibm_http_server/2.0.47.1-pk01070 apache/2.0.47 (win32) php/5.0.4,1
nan,python/3.12 aiohttp/3.10.4,1
nan,apache/2.4.6 () openssl/1.0.2k-fips mod_fcgid/2.3.9 phusion_passenger/5.3.7,1
nan,ibm_http_server/6.0.2.19 apache/2.0.47 (unix),1
nan,web-server-2020,1
nan,apache/2.4.59 (),1
nan,python/3.11 aiohttp/3.9.0b0,1
nan,apache/2.4.58 () openssl/1.0.2k-fips,1
nan,apache/2.4.58,1
nan,webkaos,1
nan,ideawebserver/v0.70,1
nan,python/3.11 aiohttp/3.11.6,1
nan,webrock,1
nan,iis/8.0,1
nan,apache/2.4.57 (centos stream),1
nan,ngainx,1
